seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,208,188,212,1,0,19,110,,
0.1,212,187,212,1,1,20,110,,
0.201,209,187,212,2,2,19,109,,
0.302,211,186,212,2,2,20,110,,
0.402,212,187,213,2,2,20,109,,
0.503,215,188,212,3,2,20,110,,
0.603,212,186,212,2,1,19,109,,
0.704,211,187,213,2,3,17,109,,
0.804,211,186,212,3,1,20,110,,
0.905,212,187,211,2,2,18,109,,
1.005,211,187,211,2,2,19,110,,
1.105,211,187,212,2,2,18,110,,
1.206,211,187,212,2,2,20,110,,
1.306,211,187,212,1,2,20,110,,
1.406,213,186,213,2,2,18,109,,
1.507,211,186,210,2,2,19,110,,
1.607,211,186,211,3,2,19,110,,
1.708,211,187,211,2,3,18,109,,
1.808,211,187,211,2,3,19,110,,
1.908,211,187,212,2,1,19,109,,
2.009,211,187,211,1,2,19,110,,
2.109,211,187,212,3,2,20,110,,
2.21,212,187,212,2,1,18,109,,
2.31,213,187,212,2,1,19,110,,
2.41,211,186,213,1,2,17,110,,
2.511,211,186,213,3,2,20,109,,
2.611,210,186,212,2,2,19,109,,
2.711,212,186,212,1,2,20,109,,
2.812,214,187,212,1,3,20,110,,
2.912,214,186,211,2,2,20,110,,
3.012,213,186,212,2,1,20,110,,
3.113,214,186,213,2,1,19,109,,
3.213,213,187,212,1,1,18,110,,
3.314,214,186,212,2,2,20,109,,
3.414,213,184,212,2,2,20,110,,
3.515,212,185,212,1,1,18,109,,
3.615,214,187,212,1,2,20,109,,
3.715,212,186,212,2,2,20,110,,
3.816,212,186,212,2,2,20,110,,
3.916,213,186,211,0,1,20,110,,
4.017,213,186,212,2,1,19,110,,
4.117,213,187,210,1,1,19,110,,
4.218,213,188,212,2,2,19,110,,
4.318,214,186,211,2,2,19,109,,
4.419,212,187,212,3,2,19,109,,
4.519,213,185,212,3,2,20,110,,
4.62,212,187,212,1,3,20,109,,
4.72,213,187,211,2,3,18,110,,
4.82,208,187,213,1,1,17,109,,
4.921,215,186,212,2,2,19,109,,
5.021,258,225,256,2,2,19,110,,
5.122,264,228,260,3,2,19,109,,
5.223,263,229,261,2,2,19,109,,
