seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,556,581,535,,,105,100,295,286
0.1,557,582,536,,,111,103,294,287
0.201,557,580,536,,,109,100,295,285
0.301,557,582,537,,,106,104,294,286
0.402,557,580,536,,,110,101,295,286
0.502,556,580,536,,,105,103,294,286
0.602,557,583,534,,,109,108,294,286
0.703,557,583,536,,,110,98,295,286
0.803,557,583,537,,,106,100,294,285
0.904,555,583,537,,,110,105,294,286
1.004,557,583,538,,,109,99,294,287
1.104,556,584,537,,,105,100,294,286
1.205,557,583,537,,,109,104,293,287
1.305,557,581,538,,,110,99,295,286
1.406,558,583,538,,,106,103,295,287
1.506,557,584,535,,,110,101,294,286
1.607,558,584,535,,,106,103,294,286
1.707,558,583,538,,,108,108,294,286
1.808,557,583,538,,,110,99,294,286
1.909,556,584,537,,,104,99,295,287
2.009,559,583,538,,,109,105,294,287
2.109,558,581,538,,,109,99,294,285
2.21,557,584,537,,,106,101,294,286
2.31,559,585,538,,,110,104,294,286
2.41,559,584,538,,,110,100,294,286
2.511,559,584,539,,,106,104,294,286
2.611,558,585,539,,,110,101,294,287
2.712,559,584,539,,,107,103,295,286
2.812,560,584,539,,,109,108,294,286
2.912,557,586,539,,,110,98,294,287
3.013,560,585,539,,,106,100,295,286
3.113,556,584,540,,,109,105,295,286
3.214,559,584,540,,,109,100,294,287
3.315,560,586,539,,,106,102,295,286
3.415,560,586,539,,,110,103,295,285
3.516,559,585,538,,,110,100,294,286
3.616,561,587,539,,,106,104,294,286
3.717,557,583,541,,,109,100,294,286
3.817,561,586,541,,,108,103,294,287
3.918,561,586,540,,,108,109,294,287
4.019,560,587,540,,,110,99,295,286
4.119,560,585,539,,,106,104,294,287
4.22,561,586,539,,,108,109,295,287
4.32,560,586,540,,,110,97,295,287
4.421,559,586,540,,,106,102,295,286
4.522,560,585,541,,,111,102,294,287
4.622,560,588,540,,,109,99,294,287
4.723,561,587,541,,,106,104,295,286
4.823,560,587,541,,,111,101,295,287
4.924,631,654,610,,,109,102,333,323
5.025,560,585,541,,,108,108,294,286
5.125,561,587,540,,,111,99,294,287
5.226,561,587,541,,,107,103,295,287
5.326,562,588,540,,,107,109,295,287
5.428,563,589,541,,,111,97,294,285
5.528,562,588,541,,,107,102,294,286
5.63,563,588,543,,,108,108,293,285
5.734,560,587,540,,,110,97,295,286
5.835,560,586,543,,,106,102,295,286
5.935,561,586,543,,,109,107,296,286
6.036,563,588,542,,,109,97,296,287
6.136,562,588,541,,,106,99,294,285
6.237,562,589,542,,,109,103,294,287
6.337,562,588,540,,,110,99,295,287
6.438,560,586,542,,,107,100,295,287
6.538,563,590,542,,,109,103,295,287
6.639,563,588,542,,,109,100,295,286
6.74,561,588,540,,,106,105,294,287
6.84,563,590,543,,,109,97,295,286
