seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,2,1,2,1,1,,,,
0.1,1,1,1,1,1,,,,
0.201,1,2,2,1,1,,,,
0.301,1,1,1,0,0,,,,
0.402,2,1,2,1,0,,,,
0.502,2,1,1,0,1,,,,
0.602,2,1,2,0,2,,,,
0.703,1,2,2,1,1,,,,
0.803,1,2,2,1,2,,,,
0.903,1,2,2,1,1,,,,
1.003,1,1,2,1,1,,,,
1.104,1,1,1,1,1,,,,
1.204,2,2,2,2,2,,,,
1.304,1,1,2,2,1,,,,
1.405,1,1,1,1,1,,,,
1.505,2,2,2,2,2,,,,
1.605,2,2,2,1,1,,,,
1.705,2,2,2,0,2,,,,
1.806,2,1,2,1,2,,,,
1.906,2,2,1,2,2,,,,
2.006,1,2,2,1,2,,,,
2.106,2,2,2,1,2,,,,
2.207,2,1,2,1,1,,,,
2.307,2,1,2,2,2,,,,
2.407,1,1,2,2,3,,,,
2.508,1,2,2,2,2,,,,
2.608,1,1,2,2,2,,,,
2.709,1,2,2,3,3,,,,
2.809,2,1,2,2,3,,,,
2.91,1,2,1,2,4,,,,
3.01,1,1,2,2,4,,,,
3.111,1,1,1,2,3,,,,
3.211,2,1,2,2,4,,,,
3.311,2,2,2,2,3,,,,
3.412,0,2,2,2,4,,,,
3.512,1,2,2,2,3,,,,
3.613,1,1,3,2,3,,,,
3.713,2,1,2,1,3,,,,
3.813,1,1,1,1,2,,,,
3.914,2,2,2,1,2,,,,
4.014,2,1,3,1,2,,,,
4.114,1,1,2,1,2,,,,
4.215,1,2,2,1,2,,,,
4.315,0,2,2,0,1,,,,
4.416,1,2,2,1,1,,,,
4.516,1,2,2,1,2,,,,
4.616,1,1,1,1,1,,,,
4.717,2,2,2,0,0,,,,
4.817,2,2,2,1,0,,,,
4.917,1,1,2,2,1,,,,
5.018,2,2,2,1,0,,,,
5.118,2,3,2,0,0,,,,
5.219,1,0,1,0,0,,,,
5.319,1,2,2,0,1,,,,
5.42,1,2,2,0,2,,,,
5.52,1,1,2,1,2,,,,
5.621,2,2,1,1,1,,,,
5.721,1,2,2,1,2,,,,
5.821,2,2,2,1,1,,,,
5.922,1,2,2,1,1,,,,
6.022,1,2,2,1,2,,,,
6.122,2,1,2,1,1,,,,
6.223,0,1,3,1,1,,,,
6.323,2,2,2,0,2,,,,
6.424,1,1,2,0,2,,,,
6.524,3,2,2,1,2,,,,
6.625,2,2,3,2,3,,,,
6.725,1,2,2,2,3,,,,
6.825,1,2,2,1,3,,,,
6.925,2,2,1,2,3,,,,
7.026,1,2,2,3,2,,,,
7.126,2,2,2,2,3,,,,
7.226,0,1,2,2,3,,,,
7.327,2,2,2,2,3,,,,
7.427,1,2,2,2,3,,,,
7.528,2,2,1,2,3,,,,
7.628,0,2,2,1,3,,,,
7.728,2,1,2,2,3,,,,
7.829,2,1,1,2,2,,,,
7.929,2,2,2,2,2,,,,
8.03,1,1,1,2,2,,,,
8.131,2,1,1,2,2,,,,
8.232,2,2,3,2,1,,,,
8.333,1,1,1,1,1,,,,
8.434,1,1,2,1,1,,,,
8.535,1,0,2,1,0,,,,
8.635,2,1,2,1,1,,,,
8.736,1,1,1,1,2,,,,
8.837,1,1,1,2,2,,,,
8.937,1,1,2,2,2,,,,
9.038,1,2,1,1,2,,,,
9.139,1,1,1,2,2,,,,
9.239,1,2,2,1,1,,,,
9.34,1,2,2,1,2,,,,
9.44,2,2,2,1,1,,,,
9.541,1,1,2,1,2,,,,
9.641,1,2,1,1,2,,,,
9.741,2,1,2,2,3,,,,
9.842,2,2,2,2,2,,,,
9.942,1,2,2,2,2,,,,
10.043,2,1,2,2,3,,,,
10.143,2,1,1,2,4,,,,
10.244,1,2,1,2,4,,,,
10.344,2,0,2,2,4,,,,
10.445,1,1,2,1,3,,,,
10.545,2,2,2,2,2,,,,
10.645,2,1,1,2,3,,,,
10.746,2,2,2,2,3,,,,
10.846,2,2,2,2,3,,,,
10.947,1,2,2,2,1,,,,
11.051,1,2,2,1,0,,,,
11.151,0,2,2,2,0,,,,
11.252,2,2,2,1,1,,,,
11.352,2,1,1,0,0,,,,
11.453,2,1,1,1,2,,,,
11.553,1,1,2,1,1,,,,
11.654,1,2,1,0,2,,,,
11.754,1,2,1,1,2,,,,
11.854,2,1,2,1,2,,,,
11.955,1,1,2,1,2,,,,
12.055,1,2,2,1,2,,,,
12.156,1,2,2,1,2,,,,
12.256,1,1,2,1,1,,,,
12.357,2,1,2,1,1,,,,
12.457,2,1,2,1,2,,,,
12.558,2,1,2,1,2,,,,
12.658,1,1,1,1,3,,,,
12.758,1,2,2,2,2,,,,
12.859,1,1,1,2,3,,,,
12.961,2,2,2,2,3,,,,
13.061,2,2,2,2,3,,,,
13.162,2,1,2,2,3,,,,
13.262,1,2,1,2,2,,,,
13.363,2,2,2,2,3,,,,
13.463,0,2,1,2,3,,,,
13.564,2,1,2,1,2,,,,
13.664,2,2,2,2,1,,,,
13.766,1,2,2,1,1,,,,
13.867,2,2,2,1,1,,,,
13.967,2,2,2,1,1,,,,
14.068,1,1,3,1,1,,,,
14.169,2,3,2,0,0,,,,
14.269,2,2,2,1,1,,,,
14.37,1,2,3,0,1,,,,
14.47,2,2,2,0,2,,,,
14.571,1,1,2,0,1,,,,
14.671,1,2,1,1,1,,,,
14.771,2,1,1,0,2,,,,
14.872,2,1,2,1,2,,,,
14.973,2,1,2,2,2,,,,
15.074,2,1,1,1,2,,,,
15.174,2,2,2,1,1,,,,
15.275,1,1,2,2,2,,,,
15.375,2,2,1,2,3,,,,
15.475,1,1,2,1,2,,,,
15.576,2,2,2,2,2,,,,
15.676,1,2,1,1,4,,,,
15.777,1,1,1,2,3,,,,
15.877,1,1,1,2,3,,,,
15.978,1,2,1,1,3,,,,
16.078,2,1,1,2,4,,,,
16.178,1,2,2,2,3,,,,
16.279,2,1,2,2,3,,,,
16.379,1,2,2,2,3,,,,
16.48,1,1,2,2,2,,,,
16.58,1,1,1,1,3,,,,
16.681,2,1,2,1,1,,,,
16.781,1,2,2,1,2,,,,
16.882,1,2,1,1,1,,,,
16.982,0,2,1,1,1,,,,
17.083,2,2,1,2,1,,,,
17.183,2,1,2,2,1,,,,
17.284,1,2,2,1,1,,,,
17.384,2,1,2,1,2,,,,
17.484,1,2,2,1,1,,,,
17.585,1,1,0,1,1,,,,
17.686,2,2,2,1,2,,,,
17.786,2,2,2,1,1,,,,
17.887,1,2,2,1,1,,,,
17.987,2,2,2,1,2,,,,
18.088,1,2,1,2,1,,,,
18.188,2,1,3,1,1,,,,
18.289,2,2,2,1,1,,,,
18.389,1,2,2,1,1,,,,
18.489,1,2,2,2,2,,,,
18.59,2,2,2,1,2,,,,
18.69,2,1,2,2,2,,,,
18.791,2,1,2,2,2,,,,
18.891,1,1,2,2,2,,,,
18.992,2,1,2,2,2,,,,
