seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,220,221,213,3,2,,,,
0.1,220,222,214,2,1,,,,
0.201,220,221,214,2,2,,,,
0.301,221,221,213,3,2,,,,
0.401,221,221,213,2,2,,,,
0.502,220,221,212,1,1,,,,
0.602,220,222,213,1,1,,,,
0.702,220,221,214,2,2,,,,
0.803,221,220,213,0,2,,,,
0.903,220,222,214,2,2,,,,
1.003,219,219,213,2,1,,,,
1.104,219,220,214,1,1,,,,
1.204,220,221,213,2,2,,,,
1.304,220,222,213,0,2,,,,
1.405,219,221,214,1,2,,,,
1.506,221,221,212,1,1,,,,
1.606,221,222,213,2,0,,,,
1.707,220,220,214,1,0,,,,
1.807,222,221,214,2,2,,,,
1.907,220,218,214,2,1,,,,
2.008,221,220,215,1,1,,,,
2.108,221,221,213,2,2,,,,
2.208,220,222,213,1,2,,,,
2.309,220,221,214,1,2,,,,
2.409,220,222,213,2,2,,,,
2.509,221,222,213,2,1,,,,
2.61,221,222,214,1,2,,,,
2.71,221,222,214,2,1,,,,
2.81,220,222,213,2,2,,,,
2.911,221,222,214,3,1,,,,
3.011,220,222,213,1,3,,,,
3.111,220,220,213,1,2,,,,
3.212,220,222,213,2,1,,,,
3.312,220,221,213,1,2,,,,
3.413,221,221,213,2,2,,,,
3.513,220,222,213,1,1,,,,
3.613,221,222,214,1,2,,,,
3.714,219,220,213,1,2,,,,
3.814,220,221,213,2,3,,,,
3.914,221,222,214,3,1,,,,
4.015,220,221,213,2,1,,,,
4.115,221,222,213,2,1,,,,
4.215,221,221,213,1,2,,,,
4.315,220,222,214,3,2,,,,
4.416,220,222,215,2,2,,,,
4.516,221,222,213,2,2,,,,
4.616,220,220,214,2,2,,,,
4.717,218,221,213,2,2,,,,
4.817,221,222,212,2,2,,,,
4.917,220,221,213,2,2,,,,
5.018,270,271,263,2,3,,,,
5.119,265,267,259,2,3,,,,
5.22,272,272,262,2,2,,,,
5.321,265,266,258,1,2,,,,
5.421,265,266,257,2,2,,,,
5.522,272,272,263,3,2,,,,
5.623,272,272,261,1,1,,,,
5.723,273,273,263,2,2,,,,
5.824,272,271,264,1,1,,,,
5.925,270,272,262,2,1,,,,
6.025,272,272,262,1,2,,,,
6.126,271,272,263,1,2,,,,
6.227,265,267,258,2,1,,,,
6.328,271,271,263,3,2,,,,
6.429,266,265,258,3,3,,,,
6.53,272,268,262,1,2,,,,
6.631,270,272,262,2,2,,,,
6.732,265,265,257,3,4,,,,
6.833,272,271,261,2,3,,,,
6.934,270,272,262,3,3,,,,
7.035,271,270,263,2,3,,,,
7.136,271,270,262,2,3,,,,
7.237,219,221,214,2,3,,,,
7.337,260,260,251,2,2,,,,
7.438,266,266,257,3,2,,,,
7.539,260,259,251,2,2,,,,
7.64,260,259,251,3,2,,,,
7.741,259,261,252,1,1,,,,
7.841,272,272,262,1,2,,,,
7.942,255,256,247,2,1,,,,
8.043,260,260,252,1,1,,,,
8.144,271,272,263,1,1,,,,
8.248,255,254,246,2,2,,,,
8.348,272,271,262,2,3,,,,
8.449,272,270,263,2,2,,,,
8.55,272,272,263,3,2,,,,
8.65,218,221,213,3,2,,,,
8.751,255,256,247,2,2,,,,
8.852,271,270,262,2,3,,,,
8.952,272,270,263,2,3,,,,
9.053,220,220,214,2,2,,,,
9.154,249,249,241,1,2,,,,
9.255,271,272,263,2,3,,,,
9.356,272,272,263,2,1,,,,
9.456,272,270,263,2,2,,,,
9.557,272,271,262,3,2,,,,
9.658,272,271,262,2,2,,,,
9.758,272,271,263,2,2,,,,
9.859,271,272,262,1,1,,,,
9.96,271,271,263,2,2,,,,
10.061,271,271,262,2,1,,,,
10.162,271,272,261,2,1,,,,
10.262,271,271,263,1,2,,,,
10.363,271,272,263,2,2,,,,
10.464,272,270,263,2,3,,,,
10.565,220,222,214,2,3,,,,
10.665,255,255,248,2,3,,,,
10.766,260,260,250,2,3,,,,
10.867,260,261,253,2,2,,,,
10.968,260,260,253,3,3,,,,
11.068,260,261,251,2,3,,,,
11.169,260,259,251,3,3,,,,
11.27,259,261,252,2,3,,,,
11.371,259,261,253,2,3,,,,
11.472,260,261,252,2,2,,,,
11.572,259,261,253,3,2,,,,
11.673,260,261,252,2,1,,,,
11.774,261,259,252,3,2,,,,
11.875,260,260,251,2,2,,,,
11.976,260,261,253,3,2,,,,
12.077,261,260,252,2,2,,,,
12.177,260,260,252,2,2,,,,
12.278,260,260,251,2,2,,,,
12.379,260,261,252,2,1,,,,
12.48,260,261,252,2,1,,,,
12.581,261,260,251,2,2,,,,
12.681,261,261,251,2,2,,,,
12.782,259,261,252,1,2,,,,
12.883,260,261,252,2,2,,,,
12.984,260,260,251,2,3,,,,
13.085,258,261,252,2,2,,,,
13.185,261,260,251,3,2,,,,
13.288,260,261,252,3,3,,,,
13.389,260,260,251,3,3,,,,
13.49,260,261,251,2,3,,,,
13.591,259,261,252,2,2,,,,
13.692,260,260,251,2,2,,,,
13.792,261,261,253,1,2,,,,
13.893,261,260,251,1,1,,,,
13.994,260,260,252,2,1,,,,
14.095,260,260,252,1,1,,,,
14.196,260,258,252,2,1,,,,
14.297,260,260,252,1,1,,,,
14.397,261,259,251,2,2,,,,
14.498,260,261,252,1,2,,,,
14.599,260,261,252,2,2,,,,
14.7,259,261,252,2,2,,,,
14.801,261,261,252,2,1,,,,
14.902,261,260,252,2,2,,,,
15.003,261,261,252,3,2,,,,
15.103,261,260,250,3,3,,,,
15.204,260,260,252,2,3,,,,
15.305,258,260,253,2,3,,,,
15.406,261,259,250,3,3,,,,
15.507,259,262,252,3,2,,,,
15.608,260,260,253,3,3,,,,
15.708,260,260,251,2,2,,,,
15.809,260,261,252,2,2,,,,
15.91,258,260,253,2,2,,,,
16.011,258,261,252,2,2,,,,
16.112,260,260,252,2,2,,,,
16.213,260,261,252,1,1,,,,
16.314,259,261,252,1,1,,,,
16.414,260,261,252,1,2,,,,
16.515,260,261,253,2,2,,,,
16.616,261,259,252,2,2,,,,
16.717,259,261,252,2,2,,,,
16.818,260,262,252,2,2,,,,
16.918,259,261,252,2,2,,,,
17.019,260,259,252,2,2,,,,
17.12,260,259,251,2,3,,,,
17.221,256,255,248,2,2,,,,
17.322,260,261,252,2,3,,,,
17.423,260,261,252,2,3,,,,
17.523,261,261,252,2,2,,,,
17.624,261,260,252,3,2,,,,
17.725,220,222,212,1,2,,,,
17.826,260,260,251,2,2,,,,
17.927,255,255,248,1,2,,,,
18.028,218,222,213,1,1,,,,
18.128,221,221,213,2,1,,,,
18.229,221,221,213,2,2,,,,
18.331,220,220,214,1,0,,,,
18.432,221,221,214,1,1,,,,
18.532,220,221,214,1,1,,,,
18.633,220,221,213,2,1,,,,
18.733,220,221,213,3,1,,,,
18.834,220,221,212,1,2,,,,
18.934,219,219,213,2,2,,,,
19.035,220,221,214,2,2,,,,
19.135,219,221,213,2,1,,,,
19.236,221,222,212,2,1,,,,
