timestamp,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
2025-05-23T16:26:16.936689,207.25295793310227,237.7259664136401,212.03456416785303,349.9147799075381,48.259481141733204,,,3,2
2025-05-23T16:26:17.939291,207.25295793310227,191.85696850481912,195.254726059463,349.9147799075381,48.78286958296485,,,2,4
2025-05-23T16:26:18.939957,212.03456416785303,207.25295793310227,207.25295793310227,349.9147799075381,49.09848003511593,,,2,2
2025-05-23T16:26:19.941018,207.25295793310227,207.25295793310227,212.03456416785303,349.9147799075381,48.9931425577426,,,2,2
2025-05-23T16:26:20.942106,212.03456416785303,212.03456416785303,207.25295793310227,349.9147799075381,48.78286958296485,,,2,2
2025-05-23T16:26:21.943100,212.03456416785303,207.25295793310227,207.25295793310227,,49.09848003511593,,,2,1
2025-05-23T16:26:22.943758,212.03456416785303,212.03456416785303,202.90488101178903,426.52186008440685,48.8879394401219,,,1,3
2025-05-23T16:26:23.944424,212.03456416785303,212.03456416785303,212.03456416785303,349.9147799075381,48.78286958296485,,,1,2
2025-05-23T16:26:24.945106,207.25295793310227,217.33631712495702,207.25295793310227,349.9147799075381,48.8879394401219,,,3,2
2025-05-23T16:26:25.945767,212.03456416785303,207.25295793310227,207.25295793310227,349.9147799075381,48.78286958296485,,,2,3
2025-05-23T16:26:26.946414,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,48.67793189293474,,,2,3
2025-05-23T16:26:27.947116,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,48.46844867024521,,,3,2
2025-05-23T16:26:28.947793,207.25295793310227,212.03456416785303,212.03456416785303,349.9147799075381,48.9931425577426,,,2,2
2025-05-23T16:26:29.948528,207.25295793310227,207.25295793310227,207.25295793310227,349.9147799075381,48.8879394401219,,,2,2
2025-05-23T16:26:30.949168,212.03456416785303,217.33631712495702,207.25295793310227,349.9147799075381,48.9931425577426,,,2,2
2025-05-23T16:26:31.949814,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,48.8879394401219,,,2,3
2025-05-23T16:26:32.950800,207.25295793310227,185.74081563524788,207.25295793310227,312.3756795479892,48.9931425577426,,,3,3
2025-05-23T16:26:33.951507,212.03456416785303,212.03456416785303,212.03456416785303,312.3756795479892,48.78286958296485,,,2,2
2025-05-23T16:26:34.952167,237.7259664136401,207.25295793310227,207.25295793310227,312.3756795479892,48.78286958296485,,,2,3
2025-05-23T16:26:35.952860,207.25295793310227,207.25295793310227,207.25295793310227,349.9147799075381,48.57312528257614,,,3,2
2025-05-23T16:26:36.953523,212.03456416785303,212.03456416785303,202.90488101178903,312.3756795479892,48.67793189293474,,,2,2
2025-05-23T16:26:37.954171,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,48.363900980040285,,,3,1
2025-05-23T16:26:38.954847,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,48.57312528257614,,,2,2
2025-05-23T16:26:39.955508,207.25295793310227,207.25295793310227,212.03456416785303,312.3756795479892,48.57312528257614,,,2,1
2025-05-23T16:26:40.956153,212.03456416785303,217.33631712495702,207.25295793310227,349.9147799075381,48.05102076786312,,,2,3
2025-05-23T16:26:41.959196,207.25295793310227,237.7259664136401,202.90488101178903,349.9147799075381,48.05102076786312,,,2,2
2025-05-23T16:26:42.959843,212.03456416785303,198.9231607219532,202.90488101178903,426.52186008440685,47.94697811960526,,,2,2
2025-05-23T16:26:43.960479,212.03456416785303,212.03456416785303,207.25295793310227,426.52186008440685,47.63558776691036,,,1,2
2025-05-23T16:26:44.961158,212.03456416785303,212.03456416785303,207.25295793310227,426.52186008440685,47.428598495450956,,,2,2
2025-05-23T16:26:45.961805,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,47.222083085769725,,,3,2
2025-05-23T16:26:46.962527,207.25295793310227,217.33631712495702,212.03456416785303,349.9147799075381,46.8104414614848,,,1,2
2025-05-23T16:26:47.963196,212.03456416785303,212.03456416785303,212.03456416785303,426.52186008440685,46.09435975206122,,,2,2
2025-05-23T16:26:48.963902,212.03456416785303,212.03456416785303,207.25295793310227,349.9147799075381,45.78907114979381,,,1,3
2025-05-23T16:26:49.964546,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,46.502894324307874,,,1,3
2025-05-23T16:26:50.965223,212.03456416785303,212.03456416785303,207.25295793310227,349.9147799075381,46.400598886480964,,,2,2
2025-05-23T16:26:51.965971,212.03456416785303,212.03456416785303,207.25295793310227,312.3756795479892,45.99249254763885,,,3,2
2025-05-23T16:26:52.966673,212.03456416785303,212.03456416785303,212.03456416785303,349.9147799075381,45.68751505459494,,,2,3
2025-05-23T16:26:53.967441,217.33631712495702,212.03456416785303,207.25295793310227,217.33631712495702,46.09435975206122,,,4,2
2025-05-23T16:26:54.968081,212.03456416785303,217.33631712495702,212.03456416785303,312.3756795479892,45.2822993690387,,,2,3
2025-05-23T16:26:55.968738,212.03456416785303,217.33631712495702,198.9231607219532,349.9147799075381,45.78907114979381,,,2,3
2025-05-23T16:26:56.971454,207.25295793310227,212.03456416785303,207.25295793310227,312.3756795479892,45.89072999787237,,,3,2
2025-05-23T16:26:57.972094,212.03456416785303,217.33631712495702,207.25295793310227,288.3492588429451,45.58606076757388,,,2,3
2025-05-23T16:26:58.972739,212.03456416785303,212.03456416785303,207.25295793310227,312.3756795479892,45.78907114979381,,,2,2
2025-05-23T16:26:59.973386,212.03456416785303,212.03456416785303,212.03456416785303,349.9147799075381,46.29841195786986,,,2,2
2025-05-23T16:27:00.974183,212.03456416785303,212.03456416785303,207.25295793310227,349.9147799075381,45.68751505459494,,,2,2
2025-05-23T16:27:01.974916,207.25295793310227,217.33631712495702,257.6093565300547,349.9147799075381,45.181242947982696,,,2,2
2025-05-23T16:27:02.975567,212.03456416785303,217.33631712495702,212.03456416785303,426.52186008440685,44.8786528703904,,,3,2
2025-05-23T16:27:03.976375,212.03456416785303,207.25295793310227,207.25295793310227,312.3756795479892,47.119000539391834,,,2,2
2025-05-23T16:27:04.977107,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,47.63558776691036,,,2,1
2025-05-23T16:27:05.977764,207.25295793310227,207.25295793310227,212.03456416785303,349.9147799075381,47.32528206707275,,,1,1
2025-05-23T16:27:06.978445,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,47.32528206707275,,,3,2
2025-05-23T16:27:07.979159,217.33631712495702,212.03456416785303,202.90488101178903,312.3756795479892,47.32528206707275,,,1,3
2025-05-23T16:27:08.979807,212.03456416785303,207.25295793310227,207.25295793310227,312.3756795479892,47.428598495450956,,,1,2
2025-05-23T16:27:09.980446,212.03456416785303,207.25295793310227,207.25295793310227,426.52186008440685,47.32528206707275,,,1,2
2025-05-23T16:27:10.983227,212.03456416785303,217.33631712495702,207.25295793310227,349.9147799075381,47.119000539391834,,,2,2
2025-05-23T16:27:11.983880,207.25295793310227,217.33631712495702,202.90488101178903,426.52186008440685,47.32528206707275,,,3,3
2025-05-23T16:27:12.987243,212.03456416785303,212.03456416785303,207.25295793310227,426.52186008440685,46.8104414614848,,,2,3
2025-05-23T16:27:13.987927,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,47.119000539391834,,,2,1
2025-05-23T16:27:14.988589,212.03456416785303,217.33631712495702,207.25295793310227,426.52186008440685,47.0160334206916,,,1,2
2025-05-23T16:27:15.989230,212.03456416785303,212.03456416785303,207.25295793310227,426.52186008440685,47.0160334206916,,,2,2
2025-05-23T16:27:16.989874,212.03456416785303,217.33631712495702,207.25295793310227,349.9147799075381,46.8104414614848,,,2,2
2025-05-23T16:27:17.990517,207.25295793310227,217.33631712495702,207.25295793310227,349.9147799075381,46.400598886480964,,,2,1
2025-05-23T16:27:18.991170,212.03456416785303,212.03456416785303,207.25295793310227,349.9147799075381,46.19633256832134,,,3,2
2025-05-23T16:27:19.991821,212.03456416785303,217.33631712495702,207.25295793310227,349.9147799075381,45.48470734808183,,,3,3
2025-05-23T16:27:20.994318,217.33631712495702,217.33631712495702,212.03456416785303,312.3756795479892,45.58606076757388,,,3,2
2025-05-23T16:27:21.995251,217.33631712495702,217.33631712495702,212.03456416785303,349.9147799075381,46.09435975206122,,,3,2
2025-05-23T16:27:22.995887,207.25295793310227,212.03456416785303,212.03456416785303,312.3756795479892,46.400598886480964,,,3,2
2025-05-23T16:27:23.996566,217.33631712495702,212.03456416785303,207.25295793310227,312.3756795479892,45.99249254763885,,,2,2
2025-05-23T16:27:24.997424,212.03456416785303,212.03456416785303,212.03456416785303,288.3492588429451,45.68751505459494,,,2,3
2025-05-23T16:27:25.998160,217.33631712495702,217.33631712495702,212.03456416785303,349.9147799075381,45.99249254763885,,,3,2
2025-05-23T16:27:26.998869,212.03456416785303,229.99710509039915,212.03456416785303,312.3756795479892,45.99249254763885,,,3,2
2025-05-23T16:27:27.999579,212.03456416785303,212.03456416785303,212.03456416785303,349.9147799075381,45.89072999787237,,,3,3
2025-05-23T16:27:29.000233,212.03456416785303,212.03456416785303,212.03456416785303,312.3756795479892,46.09435975206122,,,3,2
2025-05-23T16:27:30.000923,207.25295793310227,223.2723686655072,207.25295793310227,288.3492588429451,46.09435975206122,,,3,3
2025-05-23T16:27:31.001570,217.33631712495702,217.33631712495702,212.03456416785303,288.3492588429451,46.29841195786986,,,3,2
2025-05-23T16:27:32.002435,207.25295793310227,217.33631712495702,212.03456416785303,312.3756795479892,46.502894324307874,,,2,1
2025-05-23T16:27:33.003144,212.03456416785303,217.33631712495702,212.03456416785303,288.3492588429451,46.09435975206122,,,2,3
2025-05-23T16:27:34.003844,217.33631712495702,212.03456416785303,212.03456416785303,288.3492588429451,45.38345385947031,,,3,2
2025-05-23T16:27:35.004501,212.03456416785303,212.03456416785303,212.03456416785303,312.3756795479892,45.38345385947031,,,3,2
2025-05-23T16:27:36.005220,217.33631712495702,217.33631712495702,207.25295793310227,288.3492588429451,46.29841195786986,,,3,3
2025-05-23T16:27:37.005880,212.03456416785303,207.25295793310227,207.25295793310227,288.3492588429451,46.400598886480964,,,3,2
2025-05-23T16:27:38.006600,212.03456416785303,223.2723686655072,212.03456416785303,312.3756795479892,46.502894324307874,,,2,2
2025-05-23T16:27:39.007316,217.33631712495702,257.6093565300547,207.25295793310227,349.9147799075381,46.60529924593919,,,2,1
2025-05-23T16:27:40.008010,212.03456416785303,217.33631712495702,207.25295793310227,312.3756795479892,47.0160334206916,,,2,3
2025-05-23T16:27:41.008650,217.33631712495702,217.33631712495702,212.03456416785303,349.9147799075381,47.222083085769725,,,2,2
2025-05-23T16:27:42.009428,217.33631712495702,217.33631712495702,212.03456416785303,349.9147799075381,47.0160334206916,,,2,2
2025-05-23T16:27:43.010114,212.03456416785303,212.03456416785303,207.25295793310227,349.9147799075381,47.119000539391834,,,2,2
2025-05-23T16:27:44.010814,207.25295793310227,212.03456416785303,207.25295793310227,349.9147799075381,47.428598495450956,,,2,3
2025-05-23T16:27:45.012395,217.33631712495702,212.03456416785303,212.03456416785303,426.52186008440685,47.53203338801751,,,3,3
2025-05-23T16:27:46.013279,212.03456416785303,217.33631712495702,212.03456416785303,349.9147799075381,47.53203338801751,,,2,2
2025-05-23T16:27:47.013946,212.03456416785303,212.03456416785303,212.03456416785303,349.9147799075381,47.84305909772354,,,2,2
2025-05-23T16:27:48.014639,212.03456416785303,223.2723686655072,207.25295793310227,426.52186008440685,47.53203338801751,,,2,3
2025-05-23T16:27:49.015340,212.03456416785303,223.2723686655072,207.25295793310227,349.9147799075381,47.73926265935427,,,3,3
2025-05-23T16:27:50.015988,212.03456416785303,217.33631712495702,212.03456416785303,349.9147799075381,47.32528206707275,,,3,3
2025-05-23T16:27:51.016633,212.03456416785303,212.03456416785303,212.03456416785303,312.3756795479892,47.428598495450956,,,2,3
2025-05-23T16:27:52.017249,212.03456416785303,217.33631712495702,212.03456416785303,349.9147799075381,47.428598495450956,,,3,3
2025-05-23T16:27:53.017873,207.25295793310227,212.03456416785303,217.33631712495702,349.9147799075381,47.428598495450956,,,4,4
2025-05-23T16:27:54.018563,212.03456416785303,217.33631712495702,212.03456416785303,312.3756795479892,47.0160334206916,,,2,3
2025-05-23T16:27:55.019816,212.03456416785303,217.33631712495702,212.03456416785303,288.3492588429451,47.428598495450956,,,4,2
2025-05-23T16:27:56.020881,212.03456416785303,217.33631712495702,212.03456416785303,312.3756795479892,47.53203338801751,,,3,3
2025-05-23T16:27:57.021564,217.33631712495702,223.2723686655072,212.03456416785303,288.3492588429451,47.63558776691036,,,4,4
2025-05-23T16:27:58.022288,212.03456416785303,223.2723686655072,212.03456416785303,312.3756795479892,47.53203338801751,,,3,3
2025-05-23T16:27:59.022995,212.03456416785303,237.7259664136401,212.03456416785303,312.3756795479892,47.73926265935427,,,3,3
2025-05-23T16:28:00.023631,212.03456416785303,229.99710509039915,212.03456416785303,312.3756795479892,47.73926265935427,,,4,3
2025-05-23T16:28:01.024294,223.2723686655072,229.99710509039915,212.03456416785303,312.3756795479892,47.53203338801751,,,4,2
2025-05-23T16:28:02.024960,217.33631712495702,223.2723686655072,212.03456416785303,288.3492588429451,47.84305909772354,,,2,3
2025-05-23T16:28:03.025614,217.33631712495702,223.2723686655072,207.25295793310227,312.3756795479892,47.94697811960526,,,2,3
2025-05-23T16:28:04.026370,217.33631712495702,229.99710509039915,217.33631712495702,312.3756795479892,47.428598495450956,,,3,3
2025-05-23T16:28:05.027106,217.33631712495702,229.99710509039915,212.03456416785303,312.3756795479892,47.63558776691036,,,3,3
