seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,1,2,2,3,2,,,,
0.1,1,2,3,3,3,,,,
0.201,2,2,2,3,4,,,,
0.301,2,2,3,2,4,,,,
0.402,1,1,2,3,4,,,,
0.502,2,3,2,4,4,,,,
0.602,1,1,1,4,6,,,,
0.704,1,1,2,3,6,,,,
0.804,2,2,1,4,7,,,,
0.905,2,1,2,5,6,,,,
1.006,2,2,1,5,5,,,,
1.107,2,1,1,4,5,,,,
1.208,1,1,2,4,6,,,,
1.308,1,1,2,4,7,,,,
1.409,2,1,1,4,6,,,,
1.511,1,1,1,4,4,,,,
1.613,1,2,3,4,3,,,,
1.714,2,2,2,3,4,,,,
1.814,1,3,2,3,3,,,,
1.915,2,1,2,4,3,,,,
2.015,2,3,2,2,2,,,,
2.116,2,2,3,3,4,,,,
2.216,2,2,4,3,4,,,,
2.317,2,2,3,3,4,,,,
2.417,2,3,2,3,4,,,,
2.518,2,2,3,4,5,,,,
2.618,1,2,2,3,4,,,,
2.719,2,3,2,4,6,,,,
2.82,2,2,3,3,5,,,,
2.92,2,3,3,3,5,,,,
3.02,1,2,2,3,4,,,,
3.121,2,2,3,3,4,,,,
3.221,2,4,3,3,4,,,,
3.321,2,2,4,3,4,,,,
3.422,2,3,3,3,6,,,,
3.522,2,2,4,4,5,,,,
3.622,3,3,3,4,4,,,,
3.723,1,2,2,4,4,,,,
3.823,2,2,2,4,5,,,,
3.924,2,2,3,3,5,,,,
4.024,1,2,2,4,5,,,,
4.125,2,3,2,4,6,,,,
4.225,2,2,2,3,6,,,,
4.326,2,2,3,4,5,,,,
4.426,1,1,2,4,6,,,,
4.526,1,2,2,4,5,,,,
4.627,2,2,3,4,5,,,,
4.727,2,2,3,3,4,,,,
4.827,2,2,3,4,4,,,,
4.928,2,2,3,4,5,,,,
5.028,2,2,2,3,3,,,,
5.129,2,2,3,3,4,,,,
5.229,1,2,3,4,4,,,,
5.329,2,2,2,4,4,,,,
5.429,2,2,3,3,3,,,,
5.53,1,2,3,4,5,,,,
5.63,2,2,3,3,4,,,,
5.73,1,2,3,4,4,,,,
5.831,1,3,3,5,3,,,,
5.931,2,2,2,3,3,,,,
6.032,1,2,3,4,5,,,,
6.132,2,3,2,4,6,,,,
6.233,1,3,3,3,4,,,,
6.333,2,3,3,3,3,,,,
6.433,2,2,3,3,3,,,,
6.534,2,1,1,4,3,,,,
6.635,2,2,2,3,4,,,,
6.735,2,2,2,4,6,,,,
6.837,1,3,2,5,6,,,,
6.938,1,2,2,3,5,,,,
7.039,1,1,1,5,6,,,,
7.14,2,1,3,4,5,,,,
7.241,1,1,1,4,5,,,,
7.342,1,0,2,4,6,,,,
7.443,1,2,1,4,5,,,,
7.543,1,2,1,3,5,,,,
7.644,1,2,1,4,5,,,,
7.745,1,2,1,4,4,,,,
7.846,0,1,2,3,5,,,,
7.947,1,2,2,3,4,,,,
8.048,2,1,2,3,4,,,,
8.149,1,2,2,4,4,,,,
8.25,0,2,1,3,3,,,,
8.351,2,1,2,3,4,,,,
8.452,1,2,1,3,4,,,,
8.552,1,2,3,4,4,,,,
8.653,2,1,2,4,4,,,,
8.754,1,2,1,4,5,,,,
8.855,1,2,1,4,5,,,,
8.955,2,2,1,4,5,,,,
9.056,2,2,2,4,6,,,,
9.157,1,1,1,6,6,,,,
9.258,1,1,2,4,5,,,,
9.359,1,1,2,4,6,,,,
9.459,1,1,1,4,6,,,,
9.56,1,2,1,5,5,,,,
9.661,1,2,1,5,5,,,,
9.761,1,1,1,4,4,,,,
9.862,2,1,1,4,4,,,,
9.963,1,1,1,4,4,,,,
10.064,1,2,2,4,4,,,,
10.165,1,1,2,3,4,,,,
10.266,2,1,1,4,4,,,,
10.367,1,2,1,3,3,,,,
10.468,2,3,2,2,3,,,,
10.568,1,2,3,4,3,,,,
10.668,1,2,3,4,4,,,,
10.769,2,2,4,2,3,,,,
10.869,1,2,2,4,3,,,,
10.97,2,3,3,3,4,,,,
11.07,2,2,3,3,4,,,,
11.17,2,3,3,3,5,,,,
11.27,2,2,3,3,3,,,,
11.371,3,2,3,2,4,,,,
11.471,3,3,3,3,4,,,,
11.572,2,3,2,4,4,,,,
11.672,2,3,3,4,3,,,,
11.773,2,2,3,3,4,,,,
11.873,2,2,3,3,4,,,,
11.973,1,3,2,3,5,,,,
12.074,2,3,2,3,4,,,,
12.174,2,3,3,3,5,,,,
12.275,2,3,3,3,4,,,,
12.375,2,1,3,4,5,,,,
12.475,2,2,3,4,5,,,,
12.575,2,2,2,4,5,,,,
12.676,2,2,3,4,6,,,,
12.776,1,2,3,5,5,,,,
12.876,2,1,3,5,6,,,,
12.977,2,2,3,4,4,,,,
13.077,1,3,3,3,5,,,,
13.177,2,2,3,3,4,,,,
13.278,2,2,3,3,5,,,,
13.378,1,2,2,3,5,,,,
13.478,1,2,3,4,5,,,,
13.579,2,3,3,3,4,,,,
13.679,1,3,3,4,4,,,,
13.779,1,2,3,3,5,,,,
13.88,1,3,3,3,5,,,,
13.98,2,3,3,4,5,,,,
14.08,2,2,2,3,5,,,,
14.181,2,3,3,4,4,,,,
14.281,2,3,1,3,4,,,,
14.381,2,2,3,2,5,,,,
14.482,2,3,3,3,4,,,,
14.582,1,2,3,3,4,,,,
14.683,1,2,3,2,3,,,,
14.783,1,2,2,2,3,,,,
14.884,2,2,2,3,3,,,,
14.984,1,3,3,3,3,,,,
15.085,2,2,2,2,3,,,,
15.185,2,2,3,4,3,,,,
15.285,2,2,4,3,3,,,,
15.386,1,1,2,5,4,,,,
15.487,1,1,2,4,5,,,,
15.588,1,2,2,4,5,,,,
15.689,2,2,2,4,6,,,,
15.789,1,2,2,4,5,,,,
15.89,2,2,3,4,5,,,,
15.991,2,1,2,5,6,,,,
16.092,1,2,2,4,5,,,,
16.193,2,2,2,4,5,,,,
16.294,2,1,2,5,6,,,,
16.394,2,1,2,4,6,,,,
16.495,2,2,2,4,5,,,,
16.596,1,1,1,4,6,,,,
16.697,1,2,2,3,5,,,,
16.798,2,2,3,4,4,,,,
16.898,1,2,2,4,5,,,,
16.999,1,2,2,4,4,,,,
17.1,1,2,2,3,4,,,,
17.201,2,2,2,3,4,,,,
17.302,2,2,2,4,3,,,,
17.402,1,3,2,3,4,,,,
17.503,2,2,2,3,4,,,,
17.604,2,2,1,3,4,,,,
17.705,2,2,2,3,5,,,,
17.806,1,3,2,4,5,,,,
17.907,2,3,2,4,5,,,,
18.009,2,3,3,4,5,,,,
18.109,2,2,3,4,4,,,,
18.21,2,3,3,4,4,,,,
18.31,2,2,3,4,4,,,,
18.411,2,2,3,4,5,,,,
18.511,2,2,2,4,5,,,,
18.612,2,3,4,4,5,,,,
18.712,1,2,3,4,5,,,,
18.813,1,2,2,3,5,,,,
18.913,2,3,3,3,4,,,,
19.014,2,2,3,4,5,,,,
19.114,1,2,3,4,3,,,,
19.215,1,2,2,4,5,,,,
19.315,1,2,2,3,5,,,,
19.416,2,2,2,3,3,,,,
19.516,2,3,2,3,4,,,,
19.617,2,2,3,4,4,,,,
19.717,2,2,2,4,4,,,,
19.818,3,2,2,3,4,,,,
19.918,2,3,3,2,4,,,,
20.019,2,3,3,3,3,,,,
20.119,2,3,3,3,2,,,,
20.22,1,3,3,3,4,,,,
20.32,2,2,3,4,3,,,,
20.421,2,2,3,3,3,,,,
20.521,2,3,3,3,3,,,,
20.621,1,2,3,3,4,,,,
20.722,1,2,3,3,3,,,,
20.822,3,2,3,3,4,,,,
20.923,2,2,3,3,4,,,,
21.023,2,3,2,4,3,,,,
21.124,2,2,3,3,4,,,,
21.224,2,2,2,3,4,,,,
21.325,2,3,4,3,4,,,,
21.425,1,2,3,3,5,,,,
21.526,2,3,3,3,3,,,,
21.626,2,2,3,2,3,,,,
21.727,1,2,4,3,4,,,,
21.827,2,3,3,3,5,,,,
21.928,1,2,4,5,5,,,,
22.028,2,2,3,3,4,,,,
22.128,2,2,3,3,4,,,,
22.229,2,3,2,3,5,,,,
22.329,2,2,3,4,4,,,,
22.43,2,2,3,3,5,,,,
22.53,2,2,3,3,5,,,,
22.631,1,3,2,3,4,,,,
22.731,2,3,3,3,4,,,,
22.832,2,2,3,3,5,,,,
22.932,1,2,3,5,5,,,,
23.033,1,2,2,5,5,,,,
23.134,1,1,2,4,4,,,,
23.235,2,1,2,4,4,,,,
23.336,1,2,1,4,4,,,,
23.437,1,1,3,3,4,,,,
23.537,2,2,3,3,3,,,,
23.638,1,2,1,4,4,,,,
23.739,2,1,2,3,4,,,,
23.84,1,2,2,3,4,,,,
23.941,2,2,2,4,4,,,,
24.041,2,2,2,4,4,,,,
24.142,2,2,2,4,4,,,,
24.243,1,2,3,4,5,,,,
24.344,2,2,2,3,4,,,,
24.445,0,2,2,4,5,,,,
24.545,2,2,2,4,4,,,,
24.646,2,2,2,4,5,,,,
24.747,2,2,1,4,6,,,,
24.848,2,3,3,5,6,,,,
24.949,2,2,2,5,6,,,,
25.049,1,2,2,4,5,,,,
25.15,2,2,2,4,5,,,,
25.251,1,2,2,4,4,,,,
25.352,2,2,2,3,4,,,,
25.453,1,2,2,4,4,,,,
25.553,1,3,2,4,4,,,,
25.654,2,2,3,4,4,,,,
25.755,1,2,2,3,3,,,,
25.856,2,2,2,4,3,,,,
25.957,2,2,2,3,4,,,,
26.057,1,2,2,4,4,,,,
26.158,2,2,2,2,4,,,,
26.259,1,2,2,4,5,,,,
26.36,1,2,2,3,5,,,,
26.461,2,2,3,4,4,,,,
26.562,2,2,2,4,4,,,,
26.662,2,3,3,3,4,,,,
26.763,1,2,2,4,4,,,,
26.864,1,3,2,4,5,,,,
26.965,2,2,2,4,5,,,,
27.066,2,2,3,4,6,,,,
27.167,2,2,2,4,6,,,,
27.268,1,2,2,4,5,,,,
27.368,1,2,3,4,5,,,,
27.469,2,2,2,3,4,,,,
27.57,2,1,2,3,4,,,,
27.671,2,1,2,3,4,,,,
27.772,2,2,2,5,6,,,,
27.873,1,0,3,5,6,,,,
27.973,1,3,2,3,5,,,,
28.074,2,1,2,4,3,,,,
28.175,2,2,2,3,3,,,,
28.276,2,2,3,3,4,,,,
28.377,2,2,2,4,5,,,,
28.478,2,1,3,4,5,,,,
28.579,1,2,3,4,4,,,,
28.679,1,2,2,4,4,,,,
28.78,1,2,2,4,5,,,,
28.881,1,2,2,4,5,,,,
28.982,2,3,2,4,5,,,,
29.083,2,2,3,4,6,,,,
29.184,2,2,2,4,5,,,,
29.284,1,2,3,4,5,,,,
29.385,2,1,2,3,4,,,,
29.486,1,2,2,3,4,,,,
29.587,2,2,2,4,4,,,,
29.688,1,2,2,5,5,,,,
29.789,2,2,2,3,4,,,,
29.889,1,2,2,4,4,,,,
29.99,2,2,2,4,4,,,,
30.091,1,2,2,4,4,,,,
30.192,1,2,3,4,4,,,,
30.293,1,2,2,4,4,,,,
30.394,2,2,3,3,4,,,,
30.494,2,3,3,3,5,,,,
30.595,1,2,2,4,5,,,,
30.696,2,2,2,4,5,,,,
30.797,1,2,2,3,5,,,,
30.898,2,2,3,3,5,,,,
30.998,1,2,2,4,5,,,,
31.099,2,2,3,4,5,,,,
31.2,3,2,2,4,6,,,,
31.301,2,3,3,4,6,,,,
31.401,2,2,2,3,5,,,,
31.502,1,2,3,4,5,,,,
31.603,2,2,2,3,5,,,,
31.704,1,2,2,3,4,,,,
31.805,2,2,2,4,4,,,,
31.905,2,2,2,3,4,,,,
32.006,1,2,2,3,4,,,,
32.107,2,2,2,3,3,,,,
32.208,1,2,2,4,3,,,,
32.308,2,2,3,4,5,,,,
32.409,2,2,2,4,3,,,,
32.51,1,2,2,4,5,,,,
32.611,2,2,2,4,5,,,,
32.711,2,2,3,4,6,,,,
32.812,1,3,2,5,6,,,,
32.913,2,2,2,3,4,,,,
33.014,2,1,2,3,4,,,,
33.115,2,2,3,5,7,,,,
33.216,2,2,2,4,6,,,,
33.317,1,2,3,4,6,,,,
33.417,2,2,2,5,6,,,,
33.518,1,3,3,5,5,,,,
33.619,1,2,2,4,5,,,,
33.72,1,1,2,5,5,,,,
33.821,0,2,2,6,7,,,,
33.922,1,2,2,8,16,,,,
34.022,1,2,2,0,2,,,,
34.123,2,2,1,5,5,,,,
34.224,1,2,2,6,7,,,,
34.325,2,2,2,4,4,,,,
34.426,1,2,2,2,3,,,,
34.527,2,2,3,5,5,,,,
34.628,3,1,2,1,2,,,,
34.729,0,1,0,3,3,,,,
34.829,1,5,4,2,0,,,,
34.93,2,2,2,5,6,,,,
35.031,3,3,2,1,2,,,,
35.132,1,2,1,11,9,,,,
35.233,2,2,2,17,11,,,,
35.334,0,0,0,4,17,,,,
35.434,3,4,3,6,12,,,,
35.535,1,3,2,18,6,,,,
35.636,2,2,3,5,5,,,,
35.737,2,2,3,0,7,,,,
35.838,1,3,2,5,6,,,,
35.939,2,2,2,3,5,,,,
36.04,1,1,1,3,7,,,,
36.14,2,1,3,4,5,,,,
36.241,2,1,1,3,3,,,,
36.342,1,1,2,0,3,,,,
36.443,0,2,1,1,2,,,,
36.544,1,2,4,5,3,,,,
36.644,1,3,3,2,1,,,,
36.745,2,2,3,6,3,,,,
36.846,2,2,2,4,6,,,,
36.947,1,3,4,4,6,,,,
37.048,2,3,2,10,2,,,,
37.148,2,2,2,4,2,,,,
37.249,2,3,2,4,3,,,,
37.35,2,2,2,5,5,,,,
37.451,2,3,3,4,6,,,,
37.552,2,4,2,4,6,,,,
37.652,2,2,3,4,5,,,,
37.753,2,2,3,4,5,,,,
37.854,1,3,2,4,5,,,,
37.955,2,3,2,4,4,,,,
38.055,2,2,3,4,4,,,,
38.156,2,3,3,4,5,,,,
38.257,3,1,3,4,5,,,,
38.358,2,2,4,3,4,,,,
38.459,2,3,1,3,3,,,,
38.559,2,3,4,3,3,,,,
38.66,2,3,3,3,3,,,,
38.761,2,3,3,4,4,,,,
38.862,2,3,2,4,4,,,,
38.963,2,3,4,4,4,,,,
39.064,2,3,4,4,5,,,,
39.164,2,2,2,4,4,,,,
39.265,2,4,2,3,4,,,,
39.366,2,3,2,3,4,,,,
39.467,2,2,3,5,7,,,,
39.568,2,2,3,5,6,,,,
39.669,1,4,4,4,7,,,,
39.77,2,3,2,4,6,,,,
39.87,2,2,3,3,5,,,,
39.971,2,2,2,3,5,,,,
40.072,0,0,0,4,4,,,,
40.173,15,13,19,4,6,,,,
40.274,4,4,5,5,6,,,,
40.375,3,2,3,4,4,,,,
40.476,1,1,3,3,4,,,,
40.576,0,0,0,3,3,,,,
40.677,0,0,0,2,5,,,,
40.778,2,4,3,4,5,,,,
40.879,0,0,0,4,5,,,,
40.98,0,0,0,4,5,,,,
41.081,10,6,8,4,5,,,,
41.181,0,0,0,4,4,,,,
41.282,0,0,0,3,4,,,,
41.383,0,0,0,4,6,,,,
41.484,0,4,3,4,6,,,,
41.585,3,4,3,4,5,,,,
41.686,2,2,3,6,6,,,,
41.786,2,2,3,2,6,,,,
41.887,2,4,2,9,7,,,,
41.988,2,4,1,7,5,,,,
42.089,0,2,2,8,3,,,,
42.19,2,4,2,0,6,,,,
42.291,1,3,2,3,5,,,,
42.392,3,1,1,0,3,,,,
42.492,1,2,3,3,4,,,,
42.593,0,2,2,4,8,,,,
42.694,1,3,1,0,0,,,,
42.795,2,2,2,1,4,,,,
42.896,1,2,2,0,4,,,,
42.997,1,3,2,2,5,,,,
43.097,2,2,2,4,4,,,,
43.198,2,2,2,43,6,,,,
43.299,0,2,3,14,1,,,,
43.4,2,2,3,8,3,,,,
43.501,1,3,2,6,4,,,,
43.602,1,1,3,5,5,,,,
43.702,1,2,0,5,6,,,,
43.803,3,1,2,4,6,,,,
43.904,0,2,1,5,6,,,,
44.005,0,1,2,9,7,,,,
44.106,2,3,2,7,5,,,,
44.207,1,1,2,160,4,,,,
44.307,1,2,2,161,3,,,,
44.408,1,2,2,160,1,,,,
44.509,2,2,3,160,6,,,,
44.61,2,1,3,159,8,,,,
44.711,2,2,1,161,9,,,,
44.812,1,2,2,160,4,,,,
44.912,0,1,2,160,4,,,,
45.013,2,2,3,34,0,,,,
45.114,1,2,2,6,1,,,,
45.215,2,2,3,0,2,,,,
45.316,2,2,2,1,3,,,,
45.416,2,2,2,2,2,,,,
45.517,0,2,2,1,3,,,,
45.618,1,2,3,3,4,,,,
45.719,2,2,2,3,5,,,,
45.819,3,2,2,4,6,,,,
45.92,2,2,2,7,8,,,,
46.021,2,2,2,17,7,,,,
46.122,2,2,1,4,5,,,,
46.223,2,2,2,1,4,,,,
46.324,1,1,1,0,4,,,,
46.424,3,6,0,3,7,,,,
46.525,17,13,17,3,6,,,,
46.626,4,2,7,2,4,,,,
46.727,3,0,1,2,3,,,,
46.828,0,0,0,3,3,,,,
46.928,0,0,0,4,4,,,,
47.029,0,0,0,5,5,,,,
47.13,0,0,0,5,5,,,,
47.231,0,0,0,21,7,,,,
47.331,2,2,2,0,3,,,,
47.432,2,1,2,5,4,,,,
47.533,2,3,2,0,3,,,,
47.634,0,2,1,0,4,,,,
47.735,0,2,1,2,3,,,,
47.836,1,2,3,3,3,,,,
47.937,0,2,1,7,5,,,,
48.037,3,1,2,18,8,,,,
48.138,1,1,1,42,9,,,,
