seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,650,660,640,620,800,600,650,500,None
0.1,655,665,645,619,799,605,655,505,None
0.2,660,670,650,618,798,610,660,510,None
0.3,665,675,655,617,797,615,665,515,None
0.4,670,680,660,616,796,620,670,520,None
0.5,675,685,665,615,795,625,675,525,None
0.6,680,690,670,614,794,630,680,530,None
0.7,685,695,675,613,793,635,685,535,None
0.8,690,700,680,612,792,640,690,540,None
0.9,695,705,685,611,791,645,695,545,None
1.0,700,710,690,610,790,650,700,550,None
1.1,705,715,695,609,789,655,705,555,None
1.2,710,720,700,608,788,660,710,560,None
1.3,715,725,705,607,787,665,715,565,None
1.4,720,730,710,606,786,670,720,570,None
1.5,725,735,715,605,785,675,725,575,None
1.6,730,740,720,604,784,680,730,580,None
1.7,735,745,725,603,783,685,735,585,None
1.8,740,750,730,602,782,690,740,590,None
1.9,745,755,735,601,781,695,745,595,None
2.0,750,760,740,600,780,700,750,600,None
2.1,755,765,745,599,779,705,755,605,None
2.2,760,770,750,598,778,710,760,610,None
2.3,765,775,755,597,777,715,765,615,None
2.4,770,780,760,596,776,720,770,620,None
2.5,775,785,765,595,775,725,775,625,None
2.6,780,790,770,594,774,730,780,630,None
2.7,785,795,775,593,773,735,785,635,None
2.8,790,800,780,592,772,740,790,640,None
2.9,795,805,785,591,771,745,795,645,None
3.0,800,810,790,590,770,750,800,650,None
3.1,805,815,795,589,769,755,805,655,None
3.2,810,820,800,588,768,760,810,660,None
3.3,815,825,805,587,767,765,815,665,None
3.4,820,830,810,586,766,770,820,670,None
3.5,825,835,815,585,765,775,825,675,None
3.6,830,840,820,584,764,780,830,680,None
3.7,835,845,825,583,763,785,835,685,None
3.8,840,850,830,582,762,790,840,690,None
3.9,845,855,835,581,761,795,845,695,None
4.0,850,860,840,580,760,800,850,700,None
4.1,855,865,845,579,759,805,855,705,None
4.2,860,870,850,578,758,810,860,710,None
4.3,865,875,855,577,757,815,865,715,None
4.4,870,880,860,576,756,820,870,720,None
4.5,875,885,865,575,755,825,875,725,None
4.6,880,890,870,574,754,830,880,730,None
4.7,885,895,875,573,753,835,885,735,None
4.8,890,900,880,572,752,840,890,740,None
4.9,895,905,885,571,751,845,895,745,None
5.0,900,910,890,570,750,850,900,750,None
5.1,905,915,895,569,749,855,905,755,None
5.2,910,920,900,568,748,860,910,760,None
5.3,915,925,905,567,747,865,915,765,None
5.4,920,930,910,566,746,870,920,770,None
5.5,925,935,915,565,745,875,925,775,None
5.6,930,940,920,564,744,880,930,780,None
5.7,935,945,925,563,743,885,935,785,None
5.8,940,950,930,562,742,890,940,790,None
5.9,945,955,935,561,741,895,945,795,None
6.0,950,960,940,560,740,900,950,800,None
6.1,955,965,945,559,739,905,955,805,None
6.2,960,970,950,558,738,910,960,810,None
6.3,965,975,955,557,737,915,965,815,None
6.4,970,980,960,556,736,920,970,820,None
6.5,975,985,965,555,735,925,975,825,None
6.6,980,990,970,554,734,930,980,830,None
6.7,985,995,975,553,733,935,985,835,None
6.8,990,1000,980,552,732,940,990,840,None
6.9,995,1005,985,551,731,945,995,845,None
7.0,1000,1010,990,550,730,950,1000,850,None
7.1,1005,1015,995,549,729,955,1005,855,None
7.2,1010,1020,1000,548,728,960,1010,860,None
7.3,1015,1025,1005,547,727,965,1015,865,None
7.4,1020,1030,1010,546,726,970,1020,870,None
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,

