seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,221,231,215,3,4,,,,
0.1,221,230,214,1,3,,,,
0.201,221,230,213,3,4,,,,
0.301,220,230,213,2,3,,,,
0.402,221,229,215,2,3,,,,
0.502,220,231,214,2,3,,,,
0.602,221,231,214,2,3,,,,
0.703,220,229,214,2,2,,,,
0.803,220,230,214,2,3,,,,
0.904,221,229,215,1,3,,,,
1.004,221,227,215,2,2,,,,
1.104,266,276,259,2,1,,,,
1.205,272,282,264,1,2,,,,
1.306,272,280,264,2,1,,,,
1.406,274,280,264,2,2,,,,
1.507,221,229,214,1,1,,,,
1.608,256,265,247,2,2,,,,
1.709,220,228,213,2,0,,,,
1.81,221,230,214,1,2,,,,
1.91,221,229,214,2,2,,,,
2.011,220,229,214,2,2,,,,
2.111,220,229,214,2,2,,,,
2.211,222,229,213,0,2,,,,
2.312,221,230,214,1,1,,,,
2.412,220,230,213,2,0,,,,
2.512,221,230,214,3,1,,,,
2.613,220,229,214,2,2,,,,
2.713,221,230,213,2,1,,,,
2.814,221,230,212,2,1,,,,
2.914,221,231,214,1,2,,,,
3.014,221,231,213,2,2,,,,
3.115,220,231,213,2,2,,,,
3.215,220,231,214,1,3,,,,
3.315,220,234,214,3,2,,,,
3.416,220,231,215,2,2,,,,
3.516,221,232,214,1,2,,,,
3.616,221,232,213,3,3,,,,
3.717,221,231,213,3,3,,,,
3.817,221,230,215,2,3,,,,
3.92,220,230,214,2,2,,,,
4.021,221,230,214,2,3,,,,
4.121,221,230,214,1,2,,,,
4.222,221,230,213,2,1,,,,
4.322,221,229,214,2,3,,,,
4.423,218,230,215,1,1,,,,
4.523,222,230,213,1,2,,,,
4.623,219,230,215,2,1,,,,
4.724,222,230,214,2,2,,,,
4.824,220,230,214,2,1,,,,
4.925,222,229,214,1,2,,,,
5.025,220,230,214,1,1,,,,
5.126,221,231,214,1,0,,,,
5.226,220,230,215,1,1,,,,
5.327,219,230,214,2,1,,,,
5.427,221,231,213,1,2,,,,
5.528,220,231,214,1,1,,,,
5.628,220,231,214,2,2,,,,
5.729,221,231,212,1,2,,,,
5.829,220,230,214,1,2,,,,
5.929,220,231,213,1,2,,,,
6.03,221,230,214,1,2,,,,
6.13,221,230,214,2,3,,,,
6.23,220,231,214,2,2,,,,
6.331,220,230,214,2,2,,,,
6.431,220,231,214,1,2,,,,
6.531,221,231,214,2,2,,,,
6.631,222,230,213,2,1,,,,
6.732,273,284,264,3,2,,,,
6.833,251,263,243,2,3,,,,
6.934,251,262,243,2,3,,,,
7.035,273,284,264,2,4,,,,
7.136,273,285,263,2,3,,,,
7.237,262,273,253,3,3,,,,
7.338,265,279,258,1,3,,,,
7.439,261,271,253,2,2,,,,
7.539,265,278,258,1,2,,,,
7.64,272,285,262,3,2,,,,
7.741,270,285,262,3,1,,,,
7.842,272,284,264,1,1,,,,
7.942,273,284,264,1,2,,,,
8.043,255,267,248,1,1,,,,
8.144,268,279,257,1,2,,,,
8.245,274,285,264,1,1,,,,
8.346,261,272,252,2,2,,,,
8.447,267,278,258,1,2,,,,
