seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,220,222,213,,,,,,
0.1,221,221,214,,,,,,
0.201,221,221,213,,,,,,
0.301,220,222,213,,,,,,
0.401,220,222,213,,,,,,
0.502,221,220,214,,,,,,
0.602,220,222,213,,,,,,
0.702,221,221,214,,,,,,
0.802,221,222,212,,,,,,
0.902,221,222,213,,,,,,
1.003,220,222,214,,,,,,
1.103,221,222,213,,,,,,
1.204,220,222,213,,,,,,
1.305,221,221,213,,,,,,
1.405,221,222,213,,,,,,
1.506,220,222,214,,,,,,
1.606,220,222,214,,,,,,
1.706,220,221,213,,,,,,
1.806,221,222,215,,,,,,
1.907,220,223,214,,,,,,
2.007,220,221,214,,,,,,
2.107,221,220,214,,,,,,
2.208,220,222,213,,,,,,
2.308,221,222,214,,,,,,
2.408,220,220,214,,,,,,
2.508,221,222,213,,,,,,
2.609,221,222,214,,,,,,
2.709,221,222,213,,,,,,
2.81,220,222,214,,,,,,
2.91,221,222,213,,,,,,
3.011,220,221,213,,,,,,
3.111,220,222,213,,,,,,
3.212,220,221,214,,,,,,
3.312,221,222,214,,,,,,
3.412,219,222,214,,,,,,
3.512,221,222,214,,,,,,
3.613,220,222,214,,,,,,
3.713,219,221,214,,,,,,
3.813,265,266,258,,,,,,
3.914,271,273,264,,,,,,
4.015,272,271,263,,,,,,
4.115,272,273,261,,,,,,
4.216,256,257,246,,,,,,
4.319,271,272,263,,,,,,
4.42,254,257,247,,,,,,
4.52,271,272,262,,,,,,
4.621,260,261,253,,,,,,
4.722,266,266,257,,,,,,
4.823,271,273,262,,,,,,
4.923,272,273,264,,,,,,
5.024,256,256,247,,,,,,
5.125,220,220,213,,,,,,
5.225,256,257,247,,,,,,
5.326,270,272,263,,,,,,
5.427,251,249,242,,,,,,
5.528,271,273,262,,,,,,
5.629,255,256,246,,,,,,
5.729,272,271,263,,,,,,
5.83,272,273,263,,,,,,
5.931,272,271,264,,,,,,
6.032,255,256,247,,,,,,
6.132,265,266,257,,,,,,
6.233,266,265,257,,,,,,
6.334,272,273,262,,,,,,
6.435,254,256,247,,,,,,
6.536,220,221,214,,,,,,
6.636,220,221,212,,,,,,
6.736,220,222,213,,,,,,
6.836,221,221,211,,,,,,
6.937,220,222,213,,,,,,
7.037,221,222,213,,,,,,
7.14,220,222,213,,,,,,
7.24,220,222,213,,,,,,
7.341,221,222,213,,,,,,
7.441,220,222,214,,,,,,
7.541,220,221,214,,,,,,
7.641,221,222,214,,,,,,
7.742,219,222,214,,,,,,
7.842,220,221,213,,,,,,
7.943,220,222,213,,,,,,
8.043,221,221,213,,,,,,
8.143,220,222,214,,,,,,
8.244,220,221,213,,,,,,
8.344,221,222,214,,,,,,
8.445,221,220,213,,,,,,
8.545,220,221,214,,,,,,
8.646,220,222,213,,,,,,
8.746,220,222,214,,,,,,
8.846,220,222,213,,,,,,
8.947,219,221,214,,,,,,
9.047,220,222,213,,,,,,
9.148,220,222,213,,,,,,
9.248,219,222,214,,,,,,
9.348,220,222,214,,,,,,
9.449,221,223,213,,,,,,
9.549,219,221,214,,,,,,
9.65,221,223,214,,,,,,
9.75,221,221,214,,,,,,
9.85,220,222,214,,,,,,
9.951,221,221,213,,,,,,
10.051,220,222,213,,,,,,
10.152,220,221,214,,,,,,
10.252,221,222,212,,,,,,
10.353,221,221,213,,,,,,
10.453,220,222,213,,,,,,
10.553,221,221,214,,,,,,
10.654,220,221,214,,,,,,
10.754,220,222,213,,,,,,
10.855,220,222,213,,,,,,
10.955,220,221,213,,,,,,
11.055,220,222,213,,,,,,
11.156,220,222,214,,,,,,
11.256,221,222,213,,,,,,
11.357,221,222,214,,,,,,
11.457,266,265,258,,,,,,
11.558,261,260,251,,,,,,
11.659,260,261,251,,,,,,
11.759,260,261,251,,,,,,
11.86,259,261,253,,,,,,
11.961,261,260,252,,,,,,
12.061,259,261,253,,,,,,
12.162,262,262,252,,,,,,
12.263,261,260,251,,,,,,
12.364,261,261,252,,,,,,
12.464,260,261,252,,,,,,
12.565,261,260,250,,,,,,
12.666,260,261,253,,,,,,
12.766,259,261,252,,,,,,
12.867,260,260,251,,,,,,
12.968,259,261,253,,,,,,
13.069,261,261,252,,,,,,
13.169,260,259,251,,,,,,
13.27,260,261,252,,,,,,
13.371,260,260,253,,,,,,
13.472,260,260,251,,,,,,
13.572,260,262,252,,,,,,
13.673,258,261,251,,,,,,
13.774,259,260,253,,,,,,
13.874,261,261,252,,,,,,
13.975,261,260,252,,,,,,
14.076,259,261,252,,,,,,
14.177,261,261,252,,,,,,
14.277,220,221,213,,,,,,
14.378,219,221,213,,,,,,
14.479,221,221,214,,,,,,
14.579,221,222,214,,,,,,
14.68,220,221,213,,,,,,
14.78,220,221,213,,,,,,
14.88,220,223,213,,,,,,
14.981,220,221,213,,,,,,
15.081,220,221,213,,,,,,
15.182,219,221,214,,,,,,
15.282,220,222,213,,,,,,
15.383,221,221,213,,,,,,
15.483,221,221,213,,,,,,
15.583,219,221,215,,,,,,
15.684,220,223,214,,,,,,
15.785,220,222,214,,,,,,
15.885,221,222,213,,,,,,
15.986,220,222,213,,,,,,
16.087,220,220,213,,,,,,
16.187,221,221,214,,,,,,
16.287,221,220,213,,,,,,
16.388,221,221,213,,,,,,
16.488,221,223,212,,,,,,
16.589,221,222,213,,,,,,
16.689,219,221,213,,,,,,
16.79,220,220,213,,,,,,
16.89,221,221,213,,,,,,
16.991,221,221,213,,,,,,
17.091,221,223,213,,,,,,
17.192,221,222,213,,,,,,
17.292,220,222,214,,,,,,
17.393,219,220,214,,,,,,
17.493,220,220,214,,,,,,
17.593,220,221,214,,,,,,
17.693,221,222,214,,,,,,
17.794,220,222,214,,,,,,
17.894,220,222,214,,,,,,
17.994,219,221,213,,,,,,
18.095,220,222,214,,,,,,
18.195,220,222,213,,,,,,
18.295,220,222,213,,,,,,
18.395,221,222,213,,,,,,
18.496,221,221,214,,,,,,
18.596,219,222,214,,,,,,
18.696,220,221,214,,,,,,
18.797,220,221,213,,,,,,
18.897,219,221,214,,,,,,
18.997,220,221,214,,,,,,
19.097,219,222,213,,,,,,
19.198,220,222,213,,,,,,
19.298,220,221,214,,,,,,
19.398,265,267,258,,,,,,
19.499,272,272,263,,,,,,
19.599,272,273,264,,,,,,
19.7,272,273,262,,,,,,
19.801,269,270,263,,,,,,
19.902,272,272,263,,,,,,
20.002,271,272,261,,,,,,
20.103,272,271,263,,,,,,
20.203,272,272,263,,,,,,
20.304,271,271,264,,,,,,
20.405,272,273,261,,,,,,
20.505,272,271,263,,,,,,
20.606,272,271,263,,,,,,
20.707,272,273,263,,,,,,
20.807,271,273,262,,,,,,
20.908,269,272,262,,,,,,
21.008,272,272,262,,,,,,
21.109,271,273,263,,,,,,
21.21,271,270,263,,,,,,
21.311,266,267,259,,,,,,
21.411,273,271,263,,,,,,
21.512,273,273,263,,,,,,
21.613,271,272,263,,,,,,
21.713,271,273,262,,,,,,
21.814,271,272,263,,,,,,
21.914,271,272,261,,,,,,
22.015,271,272,262,,,,,,
22.116,271,270,264,,,,,,
22.216,270,272,262,,,,,,
22.317,270,272,264,,,,,,
22.417,272,271,263,,,,,,
22.518,271,272,262,,,,,,
22.619,271,273,262,,,,,,
22.719,271,272,261,,,,,,
22.82,272,271,263,,,,,,
22.92,271,272,263,,,,,,
23.021,272,273,263,,,,,,
23.122,271,271,261,,,,,,
23.223,271,272,262,,,,,,
23.323,272,271,263,,,,,,
23.424,272,273,262,,,,,,
23.524,272,272,263,,,,,,
23.625,273,272,263,,,,,,
23.726,272,273,262,,,,,,
23.826,272,272,262,,,,,,
23.927,271,273,261,,,,,,
24.027,273,270,263,,,,,,
24.128,271,272,262,,,,,,
24.229,272,272,262,,,,,,
24.329,272,270,263,,,,,,
24.43,271,271,262,,,,,,
