seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
0.0,208,211,211,72,79,105,101,,
0.101,210,212,210,72,79,104,101,,
0.202,210,211,210,71,79,105,101,,
0.302,208,211,210,72,79,105,100,,
0.403,208,211,210,72,79,105,99,,
0.504,209,212,210,72,79,104,100,,
0.604,209,211,210,71,79,105,100,,
0.705,210,211,211,72,79,105,101,,
0.805,209,211,210,71,79,106,100,,
0.906,209,211,210,71,79,106,101,,
1.006,209,212,211,71,79,105,100,,
1.107,209,211,210,72,78,106,100,,
1.207,209,212,210,71,78,105,101,,
1.308,208,211,210,72,79,105,100,,
1.409,209,212,210,72,79,105,100,,
1.509,210,211,209,72,79,106,101,,
1.61,209,211,210,71,79,105,100,,
1.71,209,211,209,72,79,105,100,,
1.811,209,211,210,71,79,105,100,,
1.911,209,212,211,71,78,105,99,,
2.012,209,211,210,72,79,105,101,,
2.112,209,211,209,72,78,105,100,,
2.213,247,250,249,74,83,106,99,,
2.314,266,267,266,75,83,105,99,,
2.415,243,244,242,74,83,106,101,,
2.516,266,265,266,74,83,106,100,,
2.617,265,267,264,74,84,105,98,,
2.718,266,265,266,75,83,105,99,,
2.818,265,266,266,74,83,105,99,,
2.919,247,249,249,74,83,105,100,,
3.02,264,267,266,75,83,106,99,,
3.121,266,267,268,74,83,105,99,,
3.222,266,267,265,75,83,106,100,,
3.323,259,261,260,74,82,106,100,,
3.424,265,265,267,75,83,106,99,,
3.525,266,266,266,75,82,105,100,,
3.626,266,267,265,75,83,105,99,,
3.727,264,267,265,75,83,106,99,,
3.828,265,267,266,75,83,105,99,,
3.929,259,261,259,74,83,106,100,,
4.029,265,266,267,74,83,105,99,,
4.13,265,267,267,74,83,105,99,,
4.231,266,266,267,74,83,107,98,,
4.332,266,266,266,74,83,105,99,,
4.433,266,267,265,74,83,106,99,,
4.534,266,267,266,74,83,105,99,,
4.636,265,265,266,74,83,105,99,,
4.737,266,267,265,74,82,106,99,,
4.838,266,267,266,75,83,106,99,,
4.939,248,249,248,74,83,105,100,,
5.039,265,265,266,74,83,105,99,,
5.14,266,266,267,75,83,105,98,,
5.241,265,265,266,75,83,106,99,,
5.342,264,267,266,74,83,105,99,,
5.443,264,266,266,75,83,106,99,,
5.544,248,249,249,75,82,105,99,,
5.645,254,255,255,75,83,105,100,,
5.745,266,267,267,74,83,105,99,,
5.847,264,266,266,74,83,106,100,,
5.948,209,212,210,71,78,105,100,,
6.048,208,212,210,72,79,104,100,,
6.149,209,211,210,71,79,106,101,,
6.249,209,212,210,72,79,105,100,,
6.35,209,212,210,72,79,107,100,,
6.45,210,210,210,72,79,105,101,,
6.55,209,211,210,72,78,104,101,,
6.651,209,211,211,72,79,105,101,,
6.751,209,211,209,72,79,105,100,,
6.852,209,211,210,72,79,105,101,,
6.952,209,210,211,71,79,105,101,,
7.052,209,211,211,72,79,105,100,,
7.153,210,212,210,71,79,106,101,,
7.253,210,211,210,72,79,105,101,,
7.354,209,212,210,72,79,105,101,,
7.454,210,212,210,72,79,105,100,,
7.554,209,212,210,72,79,105,101,,
7.655,209,211,210,71,79,105,100,,
7.755,209,212,210,71,78,105,100,,
7.855,208,211,211,72,79,106,100,,
7.956,210,212,210,72,79,105,101,,
8.056,209,211,210,72,79,106,100,,
8.156,209,211,210,72,79,105,100,,
8.257,208,211,210,72,79,106,100,,
8.357,208,212,211,72,78,105,100,,
8.458,209,211,210,72,79,105,100,,
8.558,208,212,210,71,79,105,99,,
8.658,209,211,210,71,79,106,101,,
8.759,209,212,210,72,79,104,100,,
8.859,209,211,211,72,79,105,101,,
8.96,209,211,210,72,79,105,100,,
9.06,209,211,211,72,79,106,101,,
9.16,209,212,209,72,79,105,101,,
9.261,209,211,210,72,78,105,100,,
9.361,210,211,210,72,79,105,100,,
9.461,209,211,210,72,79,105,100,,
9.562,208,212,211,71,78,105,100,,
9.662,210,212,210,72,79,105,101,,
9.762,209,211,210,72,79,105,100,,
9.863,209,211,211,72,78,106,101,,
9.963,209,211,209,71,79,105,100,,
10.064,209,212,211,72,79,105,100,,
10.164,209,212,210,72,79,106,101,,
10.265,210,211,210,71,79,105,100,,
10.365,210,211,210,71,79,105,101,,
10.465,210,211,210,71,79,105,100,,
10.566,210,211,210,72,79,105,100,,
10.666,209,210,210,72,79,105,101,,
10.767,210,211,210,72,79,105,100,,
10.868,266,266,266,75,83,106,98,,
10.968,265,266,267,75,82,105,100,,
11.069,266,267,266,75,83,106,100,,
11.17,264,267,265,74,83,106,99,,
11.271,264,267,267,75,83,106,100,,
11.372,265,267,266,74,83,105,99,,
11.473,265,267,266,74,83,105,99,,
11.574,264,267,266,75,83,105,99,,
11.675,254,254,254,74,82,106,99,,
11.775,265,267,267,74,83,104,100,,
11.877,266,266,266,75,82,105,99,,
11.977,265,265,266,74,83,107,99,,
12.078,264,266,267,75,83,105,98,,
12.179,260,261,260,74,82,105,99,,
12.28,242,244,244,74,82,106,100,,
12.381,243,244,242,74,81,105,100,,
12.482,248,250,248,75,83,105,99,,
12.583,233,234,233,74,82,105,100,,
12.684,260,261,259,74,82,105,99,,
12.784,264,267,266,74,82,106,100,,
12.885,266,266,266,74,82,105,99,,
12.986,265,267,265,74,82,105,99,,
13.087,266,267,267,74,83,106,99,,
13.188,265,267,265,75,83,105,99,,
13.289,265,267,266,74,83,106,100,,
13.39,260,260,260,75,83,105,99,,
13.49,265,267,265,74,83,105,99,,
13.591,265,267,266,75,83,106,98,,
13.693,259,261,261,74,83,105,100,,
13.793,264,266,266,74,82,106,100,,
13.894,266,265,267,75,82,106,99,,
13.995,266,267,265,75,83,105,99,,
14.096,265,267,265,75,82,106,99,,
14.197,266,267,266,74,83,105,99,,
14.298,258,261,260,74,83,106,98,,
14.399,264,267,265,74,82,105,98,,
14.5,265,266,266,74,83,106,99,,
14.601,265,265,267,74,83,105,99,,
14.702,254,254,255,74,82,105,100,,
14.802,266,266,267,74,83,105,100,,
14.903,265,267,266,75,82,105,99,,
15.004,266,267,266,74,83,106,99,,
15.105,266,266,266,74,83,105,99,,
15.206,266,267,265,75,83,106,100,,
15.307,265,267,266,75,83,107,99,,
15.408,265,267,266,75,83,104,100,,
15.509,264,266,266,75,83,105,99,,
15.61,259,260,259,75,82,106,100,,
15.712,253,254,254,74,83,105,99,,
15.812,266,268,264,75,82,106,98,,
15.913,265,267,267,74,83,106,98,,
